104868,19998,P0334,16
74347,14449,P0450,20
87451,16842,P0388,12
59368,11706,P0755,7
126541,23877,P0355,6
131848,24839,P0731,18
72854,14170,P0723,13
103525,19762,P0619,2
102317,19543,P0616,11
65028,12748,P0872,8
131207,24720,P0596,16
118425,22463,P0751,17
90373,17375,P0619,13
71097,13844,P0210,5
80246,15524,P0478,11
72005,14020,P0031,8
108013,20582,P0664,8
105418,20104,P0057,8
104637,19952,P0821,8
128725,24266,P0777,17
81533,15758,P0772,3
105302,20076,P0345,11
80181,15510,P0603,20
86411,16652,P0552,16
74951,14557,P0756,11
56514,11185,P0778,3
71859,13986,P0995,15
122017,23091,P0353,8
100864,19281,P0228,19
114716,21784,P0461,19
74450,14467,P0307,8
82294,15904,P0078,6
73496,14289,P0980,13
50656,10115,P0163,18
112264,21349,P0427,6
77090,14935,P0994,16
74439,14465,P0987,2
50300,10049,P0320,20
119272,22612,P0915,1
125505,23697,P0878,9
95289,18267,P0216,15
114296,21710,P0262,8
86202,16615,P0497,9
79926,15457,P0692,16
50437,10076,P0755,9
117791,22341,P0264,16
90018,17306,P0885,20
109264,20811,P0574,16
131055,24695,P0079,6
87476,16846,P0678,6
75756,14691,P0349,15
79936,15459,P0356,18
126123,23807,P0682,20
53884,10714,P0321,17
109204,20803,P0444,4
119689,22680,P0097,7
72060,14030,P0544,17
122270,23131,P0051,13
68622,13387,P0672,15
97375,18648,P0919,19
131170,24715,P0378,14
109762,20905,P0053,6
115742,21966,P0714,15
52958,10537,P0893,10
71600,13941,P0211,8
94896,18197,P0306,16
102877,19637,P0716,14
55447,11009,P0595,17
70728,13774,P0731,1
77607,15028,P0393,7
122290,23135,P0688,19
120216,22764,P0360,18
123884,23412,P0723,9
85551,16501,P0885,14
127327,24020,P0286,9
94184,18085,P0865,13
95122,18236,P0828,4
85925,16566,P0140,10
71513,13923,P0355,10
79477,15377,P0582,19
99848,19101,P0803,3
87329,16821,P0653,9
85963,16573,P0027,1
50258,10041,P0335,19
77855,15079,P0890,9
109214,20804,P0200,17
61361,12087,P0912,18
60545,11925,P0767,11
103655,19786,P0394,16
100443,19205,P0516,11
103690,19792,P0454,11
51788,10319,P0253,17
55256,10977,P0014,7
93551,17972,P0123,17
73070,14208,P0554,2
87086,16769,P0631,3
61048,12025,P0173,2
87719,16890,P0958,3
66617,13031,P0610,15
62700,12319,P0269,3
93306,17931,P0348,1
89525,17222,P0562,9
128905,24295,P0202,15
50527,10091,P0025,16
106138,20233,P0010,13
125808,23746,P0416,15
95672,18336,P0120,6
82070,15859,P0202,15
128986,24310,P0350,17
96795,18541,P0854,2
126325,23842,P0575,7
90112,17323,P0972,15
112229,21340,P0903,12
99633,19060,P0746,11
51094,10197,P0317,9
109028,20770,P0588,4
88803,17088,P0444,18
106980,20386,P0528,7
77426,14998,P0600,8
130013,24500,P0519,10
55686,11046,P0894,15
82317,15908,P0292,8
59582,11749,P0045,17
86577,16677,P0462,8
100103,19147,P0056,10
116287,22059,P0145,13
57985,11437,P0436,17
117692,22319,P0557,15
58980,11629,P0958,4
53994,10739,P0292,19
94591,18147,P0138,2
130155,24531,P0781,3
124708,23556,P0874,1
72572,14119,P0625,14
72625,14127,P0527,14
54867,10912,P0548,13
103638,19781,P0962,16
69589,13563,P0921,11
86302,16632,P0967,2
104659,19955,P0404,10
112293,21356,P0657,4
100241,19173,P0197,15
99992,19124,P0555,14
123392,23325,P0603,16
110317,21004,P0443,17
116906,22172,P0954,4
126958,23952,P0412,4
59222,11677,P0124,14
108413,20659,P0042,16
102645,19594,P0666,13
123989,23432,P0697,8
87627,16873,P0209,13
60339,11889,P0661,15
70994,13827,P0334,13
87543,16858,P0465,3
56269,11145,P0668,8
88678,17067,P0018,12
81639,15781,P0564,3
93679,17998,P0222,2
107994,20579,P0590,8
131501,24770,P0926,9
84842,16371,P0105,9
123815,23400,P0489,11
80345,15542,P0086,3
70375,13713,P0367,20
50919,10167,P0845,5
89447,17207,P0054,4
108036,20586,P0917,18
105417,20103,P0641,14
62023,12198,P0228,2
79704,15414,P0908,11
86099,16597,P0815,4
101662,19428,P0338,12
113729,21608,P0154,5
122715,23211,P0463,7
116291,22060,P0669,9
60183,11858,P0165,19
104335,19903,P0369,8
89003,17124,P0438,18
129459,24394,P0157,19
128093,24154,P0583,6
52790,10506,P0815,7
95980,18389,P0585,13
85239,16443,P0980,12
66189,12956,P0030,5
83253,16090,P0391,8
54421,10821,P0114,4
102424,19560,P0025,2
60870,11992,P0878,9
92208,17719,P0145,7
81763,15799,P0778,16
102982,19658,P0763,16
90614,17422,P0694,3
85901,16562,P0169,12
61423,12096,P0033,7
111276,21171,P0735,14
102920,19647,P0728,1
92821,17836,P0685,3
94335,18106,P0776,9
72360,14082,P0242,5
58873,11612,P0524,16
116091,22024,P0310,8
129167,24343,P0902,6
62120,12214,P0216,3
106536,20303,P0667,5
82595,15962,P0557,17
78905,15270,P0140,10
131390,24751,P0807,11
105146,20048,P0520,19
98906,18929,P0135,11
61081,12032,P0202,12
127160,23987,P0793,8
91580,17605,P0230,17
116498,22100,P0032,19
82331,15911,P0064,14
52530,10457,P0344,19
99804,19092,P0232,15
80891,15639,P0500,5
99909,19108,P0177,6
53232,10590,P0690,19
130274,24558,P0346,15
116560,22109,P0989,1
60762,11970,P0359,11
122516,23176,P0255,3
117510,22287,P0927,9
88490,17031,P0881,9
101861,19463,P0573,3
131925,24851,P0286,19
124768,23566,P0201,9
123430,23331,P0072,8
78510,15202,P0875,14
95759,18349,P0058,18
62809,12340,P0733,13
118680,22507,P0095,17
57668,11381,P0250,10
117177,22224,P0560,19
131351,24745,P0576,1
119224,22606,P0095,17
51428,10257,P0951,20
110378,21014,P0182,14
53284,10600,P0666,8
67551,13194,P0101,14
110543,21043,P0578,4
81687,15789,P0109,9
124426,23509,P0795,12
74030,14388,P0052,3
102340,19546,P0248,17
52964,10539,P0818,13
69776,13600,P0728,10
64119,12578,P0610,12
59744,11780,P0128,4
61398,12093,P0805,10
93642,17991,P0415,5
116383,22078,P0728,10
116277,22057,P0588,18
129747,24444,P0149,16
87381,16830,P0594,20
109108,20787,P0859,4
95942,18382,P0879,18
129166,24343,P0781,19
92696,17813,P0753,12
112825,21451,P0203,10
97961,18756,P0011,7
56077,11109,P1000,10
90454,17394,P0915,12
50042,10005,P0664,18
78701,15236,P0573,15
86697,16698,P0814,2
114381,21725,P0071,18
74377,14455,P0242,19
73383,14266,P0439,12
126891,23941,P0927,1
66511,13013,P0587,16
114037,21663,P0252,10
60953,12008,P0543,3
132289,24909,P0673,6
102151,19516,P0496,1
82745,15990,P0446,18
63144,12401,P0208,12
105085,20037,P0811,6
88295,16996,P0658,12
104778,19979,P0628,16
85751,16537,P0026,5
74934,14554,P0235,5
115282,21879,P0535,7
127276,24008,P0522,11
106567,20310,P0511,6
120464,22810,P0813,12
99406,19018,P0410,15
129596,24416,P0102,7
87449,16842,P0507,17
62215,12232,P0038,19
108593,20692,P0088,18
83498,16134,P0864,17
62513,12284,P0870,8
94103,18073,P0785,15
80927,15645,P0937,4
61006,12016,P0988,4
124114,23454,P0756,16
111781,21261,P0164,14
112340,21364,P0327,5
68115,13303,P0761,7
93597,17981,P0510,9
83005,16042,P0410,14
96265,18441,P0349,1
110245,20992,P0213,14
50447,10077,P0694,10
113297,21531,P0486,12
68793,13418,P0800,18
99975,19120,P0692,20
76574,14839,P0104,18
131961,24856,P0788,13
126275,23834,P0667,8
106692,20336,P0521,6
65107,12760,P0684,15
120655,22841,P0230,11
65455,12824,P0317,12
80717,15611,P0923,11
50617,10106,P0084,20
107146,20418,P0594,3
55379,10996,P0783,9
89853,17280,P0575,13
75562,14660,P0485,6
100252,19176,P0956,2
128315,24194,P0702,2
52915,10530,P0562,9
99771,19082,P0716,11
64032,12565,P0875,19
129849,24462,P0211,5
97849,18738,P0792,18
63954,12551,P0038,13
94036,18060,P0301,8
119065,22579,P0303,1
126943,23949,P0789,11
95400,18286,P0032,11
108330,20642,P0175,18
112112,21318,P0722,4
84466,16307,P0631,7
73010,14196,P0071,6
116599,22119,P0727,10
112275,21351,P0837,6
132124,24882,P0045,1
130419,24581,P0961,5
83093,16057,P0218,16
71993,14016,P0445,10
80526,15576,P0005,18
120442,22806,P0757,6
50655,10115,P0275,7
113494,21565,P0110,15
112477,21393,P0950,18
96755,18532,P0161,6
65816,12888,P0949,7
95906,18376,P0276,3
96057,18404,P0216,10
118884,22545,P0059,5
80648,15598,P0861,8
66886,13073,P0429,13
131584,24785,P0728,11
71604,13941,P0853,9
101237,19352,P0209,7
77137,14944,P0843,19
86958,16746,P0452,12
57137,11296,P0543,6
85791,16543,P0603,20
101291,19358,P0516,5
126549,23878,P0421,7
103986,19843,P0540,15
89597,17234,P0561,1
100852,19278,P0328,8
99473,19028,P0735,9
76778,14881,P0605,4
73606,14309,P0137,13
54283,10794,P0231,7
77557,15020,P0092,9
59497,11731,P0380,1
65727,12873,P0281,15
122488,23173,P0632,19
99083,18965,P0912,8
102816,19626,P0527,19
66436,12997,P0980,5
69558,13559,P0332,6
100829,19274,P0124,16
76071,14747,P0744,20
90949,17485,P0682,9
66878,13072,P0699,17
100831,19274,P0515,18
64132,12580,P0688,10
52258,10406,P0351,3
56431,11171,P0303,1
120671,22845,P0586,17
101812,19454,P0519,17
78074,15118,P0055,10
74734,14521,P0419,9
105852,20180,P0731,13
76721,14869,P0655,7
70548,13743,P0270,6
131136,24709,P0060,14
76585,14842,P0323,20
123246,23301,P0807,9
111289,21175,P0932,10
74992,14563,P0442,7
77266,14970,P0511,13
86705,16700,P0856,11
66491,13010,P0141,1
75864,14710,P0181,12
131227,24725,P0878,19
108157,20609,P0953,3
72569,14119,P0587,16
132244,24901,P0416,7
63974,12553,P0353,14
63351,12438,P0752,17
103942,19834,P0462,1
97031,18587,P0940,12
53718,10680,P0153,18
124399,23503,P0580,6
81691,15790,P0598,12
72524,14113,P0632,6
116446,22089,P0774,12
117912,22365,P0543,14
96862,18552,P0310,16
53335,10608,P0224,15
93421,17949,P0281,19
127573,24063,P0557,3
123783,23396,P0080,17
104134,19867,P0637,18
113818,21627,P0556,16
63477,12463,P0332,17
58262,11490,P0209,6
119484,22648,P0124,6
91993,17679,P0343,9
85434,16478,P0760,10
95260,18263,P0981,17
92740,17819,P0526,19
129270,24359,P0431,6
92460,17767,P0058,16
98629,18880,P0019,19
97651,18700,P0887,1
107753,20534,P0754,11
62133,12216,P0347,2
121252,22952,P0363,7
129601,24419,P0283,17
86118,16600,P0042,9
59926,11813,P0537,5
85289,16451,P0024,4
108371,20650,P0301,4
54673,10874,P0561,4
88441,17022,P0169,1
129439,24391,P0009,13
72846,14169,P0542,18
63643,12496,P0226,12
129118,24337,P0361,3
121368,22977,P0267,9
96992,18578,P0296,11
70711,13771,P0794,17
109179,20799,P0121,20
95156,18244,P0249,3
83074,16053,P0157,12
77638,15036,P0421,9
69496,13546,P0581,18
90514,17406,P0931,9
103165,19696,P0071,8
92894,17851,P0634,11
102112,19510,P0256,8
78394,15174,P0369,8
118779,22526,P0756,18
71383,13900,P0382,18
65962,12916,P0079,7
116106,22027,P0707,2
81116,15677,P0538,13
113873,21638,P0247,13
104907,20004,P0142,16
104567,19940,P0439,6
126498,23870,P0251,12
66363,12986,P0791,8
52832,10515,P0333,18
64292,12611,P0615,8
130728,24633,P0549,2
57354,11330,P0717,17
93092,17890,P0004,13
108749,20726,P0773,4
83804,16187,P0068,14
94725,18168,P0873,13
100196,19162,P0292,9
67945,13269,P0892,3
67821,13246,P0768,18
104204,19879,P0729,9
63403,12448,P0994,16
107346,20455,P0366,14
51997,10357,P0608,14
57210,11307,P0917,9
57383,11333,P0993,1
60247,11868,P0116,11
56657,11212,P0732,20
65226,12778,P0182,13
87868,16920,P0326,14
132417,24930,P0449,2
80640,15597,P0669,11
85142,16425,P0651,14
64169,12587,P0171,7
86261,16625,P0036,6
99743,19077,P0522,16
122292,23136,P0784,5
75678,14680,P0367,6
55852,11069,P0973,16
132633,24971,P0569,1
90301,17361,P0638,7
71244,13873,P0272,18
116620,22121,P0622,2
115478,21918,P0764,5
65468,12828,P0769,1
50556,10095,P0351,9
111831,21271,P0241,19
66594,13026,P0856,8
129190,24346,P0917,13
51119,10205,P0421,14
98522,18858,P0604,12
74456,14468,P0023,20
63924,12546,P0504,4
124595,23539,P0633,17
93964,18047,P0649,2
55997,11091,P0559,2
115356,21893,P0775,1
81253,15703,P0952,9
89686,17252,P0634,16
94866,18193,P0362,17
104067,19856,P0694,2
126617,23889,P0811,2
94220,18090,P0496,8
58474,11528,P0454,10
81143,15682,P0727,8
67317,13155,P0064,15
67676,13218,P0389,14
90021,17306,P0402,9
77959,15098,P0188,6
58187,11477,P0016,12
126422,23857,P0484,1
55138,10957,P0150,2
54529,10847,P0253,11
103860,19822,P0499,6
129044,24321,P0021,13
124705,23555,P0462,6
81615,15776,P0387,7
90276,17357,P0162,12
106881,20372,P0653,7
116021,22011,P0047,12
95801,18359,P0723,11
119668,22678,P0270,8
113396,21547,P0181,18
100657,19244,P0839,10
61678,12145,P0628,9
59263,11685,P0529,11
117321,22250,P0791,9
118404,22459,P0921,3
65068,12755,P0139,10
74589,14491,P0700,10
129149,24341,P0350,16
114222,21697,P0063,2
82712,15983,P0011,17
83196,16079,P0745,6
63701,12506,P0320,18
99026,18956,P0233,20
54814,10904,P0164,7
102865,19634,P0014,18
118550,22485,P0650,1
55167,10962,P0980,14
73573,14304,P0937,11
104585,19942,P0423,20
97757,18719,P0407,20
101548,19405,P0799,12
51243,10223,P0509,6
51492,10271,P0353,17
88555,17043,P0958,5
126631,23890,P0846,7
76367,14799,P0206,4
55438,11007,P0608,16
108692,20712,P0786,1
68538,13374,P0274,5
103026,19665,P0422,15
109384,20833,P0048,7
110189,20983,P0231,9
104202,19879,P0375,1
92609,17797,P0112,12
56920,11256,P0474,6
130116,24521,P0177,15
59053,11645,P0912,11
77130,14943,P0338,5
63533,12473,P0943,10
131102,24702,P0772,6
125661,23725,P0154,9
77245,14963,P0193,3
73602,14309,P0762,18
87374,16828,P0427,12
113620,21589,P0946,11
64545,12657,P0636,13
73122,14216,P0456,19
111463,21204,P0635,18
112995,21480,P0867,14
93821,18023,P0268,11
100659,19245,P0810,20
82015,15845,P0711,6
97313,18637,P0767,3
107671,20520,P0029,6
62100,12210,P0164,5
88291,16996,P0078,16
62492,12279,P0471,16
127902,24121,P0611,11
70831,13793,P0286,12
84583,16329,P0651,12
83433,16123,P0809,2
103815,19816,P0359,6
82181,15880,P0869,10
64885,12715,P0666,15
72213,14058,P0249,13
74955,14557,P0987,6
74070,14396,P0675,10
126858,23936,P0789,1
114797,21798,P0220,18
103996,19844,P0528,4
50370,10066,P0673,12
52457,10447,P0257,8
121713,23035,P0592,3
54850,10911,P0808,10
119167,22598,P0383,11
86116,16600,P0410,9
131821,24833,P0884,14
125768,23741,P0640,19
90361,17374,P0298,11
98166,18797,P0343,13
124626,23543,P0440,10
121386,22981,P0586,10
116394,22080,P0354,5
69074,13465,P0360,10
80104,15489,P0710,6
76228,14777,P0567,14
76579,14841,P0639,18
76467,14820,P0624,10
129243,24356,P0977,5
115391,21899,P0116,16
132519,24949,P0208,17
121867,23065,P0864,17
55351,10992,P0902,4
106333,20267,P0223,20
117527,22289,P0811,20
95377,18282,P0721,9
68544,13376,P0173,4
92291,17740,P0052,14
70715,13772,P0723,1
128307,24193,P0918,1
78345,15165,P0011,10
110393,21016,P0817,10
83108,16062,P0302,10
57816,11405,P0592,6
85342,16464,P0974,20
78709,15237,P0940,6
119593,22665,P0565,7
70356,13709,P0648,6
55515,11020,P0377,9
88552,17043,P0479,14
108687,20712,P0077,7
128838,24286,P0448,7
112362,21368,P0253,9
130767,24639,P0605,14
109931,20935,P0537,14
99146,18975,P0496,8
65190,12774,P0305,20
57676,11382,P0665,18
131388,24750,P0306,15
51083,10195,P0157,5
51916,10342,P0685,12
52514,10455,P0931,4
106521,20301,P0258,14
123360,23320,P0605,11
91750,17634,P0479,14
66248,12966,P0575,5
80713,15610,P0217,13
93583,17980,P0439,18
109576,20867,P0299,16
61632,12137,P0521,8
84950,16391,P0295,15
106870,20370,P0377,1
113547,21574,P0939,1
119833,22705,P0561,11
116521,22103,P0010,20
122650,23199,P0851,16
77902,15088,P0349,2
98733,18897,P0455,1
91221,17540,P0713,9
118929,22551,P0310,8
122822,23226,P0429,16
77222,14960,P0543,1
70585,13750,P0353,16
83294,16097,P0301,10
62807,12340,P0486,15
69315,13512,P0532,18
90546,17410,P0560,11
120111,22749,P0819,19
100896,19287,P0522,18
103281,19720,P0408,7
114228,21698,P0688,5
126143,23811,P0468,2
57275,11319,P0520,15
108434,20661,P0204,12
128615,24247,P0870,12
53619,10664,P0214,17
60319,11886,P0877,8
61764,12155,P0118,18
92599,17796,P0144,8
124853,23582,P0416,18
58246,11486,P0926,8
96891,18558,P0627,14
93467,17956,P0687,12
86422,16653,P0113,1
84249,16268,P0383,1
116226,22048,P1000,6
54700,10881,P0086,3
119135,22590,P0732,16
101513,19398,P0984,16
91837,17651,P0431,13
74916,14551,P0002,17
100209,19166,P0675,14
80908,15642,P0841,15
124834,23577,P0661,12
112512,21399,P0789,15
85330,16462,P0363,13
115343,21891,P0938,2
69055,13462,P0926,15
119536,22658,P0265,8
86612,16681,P0559,19
115628,21947,P0149,9
58202,11479,P0767,18
111965,21296,P0607,20
62588,12298,P0715,20
76356,14798,P0487,19
131397,24753,P0971,18
50540,10094,P0026,6
83652,16163,P0155,8
81914,15824,P0947,12
83068,16051,P0963,20
99035,18957,P0306,15
125699,23729,P0475,1
119659,22677,P0891,18
131469,24766,P0773,16
73661,14325,P0265,18
66732,13049,P0471,20
132637,24972,P0527,6
65439,12821,P0913,10
110777,21084,P0754,11
64724,12685,P0868,16
117861,22355,P0965,7
65553,12842,P0212,10
111947,21294,P0742,1
103604,19774,P0160,3
57892,11420,P0622,7
84953,16391,P0268,5
115125,21854,P0098,14
95914,18377,P0397,12
91095,17516,P0898,2
120584,22829,P0305,5
53309,10604,P0843,16
119561,22661,P0998,10
68679,13396,P0506,20
64984,12737,P0897,2
99295,18999,P0948,19
101642,19422,P0784,6
80335,15540,P0148,5
118058,22391,P0754,4
94285,18100,P0421,14
122375,23149,P0569,3
99552,19046,P0556,3
130678,24623,P0827,3
128622,24248,P0251,10
80946,15648,P0009,17
76220,14775,P0832,8
82148,15872,P0886,3
83125,16065,P0944,10
116014,22010,P0190,20
100885,19286,P0501,14
103633,19780,P0508,11
123420,23330,P0795,14
68477,13363,P0420,17
85314,16458,P0977,14
78106,15125,P0990,15
72071,14032,P0231,15
71713,13963,P0352,13
130848,24653,P0577,2
83209,16082,P0448,19
124358,23495,P0229,8
86807,16717,P0345,18
85994,16578,P0694,12
72363,14082,P0324,2
51378,10246,P0569,6
121019,22913,P0113,6
74518,14479,P0024,5
54585,10857,P0350,13
92166,17711,P0219,20
112257,21348,P0136,6
52502,10454,P0216,14
57397,11337,P0603,8
