130493,P0233,3
98952,P0332,6
110117,P0420,11
117782,P0082,20
55320,P0765,4
122386,P0317,2
114045,P0122,12
83646,P0520,4
88533,P0254,11
114858,P0183,5
54267,P0287,13
70142,P0770,20
51687,P0491,11
90981,P0772,19
71733,P0778,16
130831,P0306,1
112017,P0022,20
55912,P0924,1
75398,P0487,4
59073,P0555,6
123476,P0958,13
105088,P0793,3
107280,P0644,11
100056,P0753,14
90591,P0437,1
59461,P0512,14
83909,P0919,16
125820,P0101,13
97065,PX8474,9
50191,P0006,8
86519,P0001,2
111619,P0404,1
115980,P0437,16
123856,P0135,14
115931,P0673,13
71308,P0452,20
60551,P0726,10
66747,P0059,13
82299,P0137,2
116459,P0702,16
109320,P0584,7
91325,PX8824,1
59597,P0367,9
94510,P0360,11
125973,P0627,14
118887,P0695,8
132282,P0324,11
115194,P0982,6
105436,P0428,13
81156,P0161,1
65903,P0248,1
114110,P0800,1
127047,P0116,2
66299,P0988,15
59088,P0061,12
70824,P0240,20
100485,P0891,7
127262,P0133,4
125007,P0933,15
71499,P0016,6
118044,P0505,2
57767,P0877,3
89785,P0212,1
118666,P0259,1
104492,P0691,4
132401,P0009,2
89488,P0832,7
52940,P0503,13
131719,P0662,12
77343,P0953,7
98442,P0396,10
77301,P0978,14
78876,P0491,19
96532,PX3890,2
75295,P0167,12
98556,PX1692,2
71347,P0661,7
125178,P0399,10
126232,P0170,17
79730,P0714,15
108481,P0321,11
101150,P0478,11
124351,P0808,12
76716,P0918,7
118260,P0494,19
101182,P0259,4
50192,P0954,7
72264,P0144,17
130919,P0867,6
60803,P0435,11
127556,P0972,5
94802,P0093,11
123876,P0095,13
122670,P0173,7
115375,P0857,3
129046,P0182,6
62146,P0241,5
112656,P0067,6
128602,P0849,10
97077,P0483,12
74501,P0271,2
84820,P0422,13
97489,P0385,5
92940,PX4960,10
91890,P0988,4
68970,P0482,13
98434,P0101,8
100729,P0820,4
56159,P0247,7
97160,P0593,8
65211,P0241,18
53443,P0489,7
130012,P0957,11
56626,P0422,16
88236,P0273,1
86140,P0427,4
61425,P0605,3
127024,P0952,11
111701,P0905,19
118985,P0821,1
96208,P0945,6
65717,P0963,16
90056,P0906,10
130696,P0363,12
96915,P0673,11
108069,P0811,3
68781,P0536,14
91218,P0734,13
101672,P0526,3
79236,P0948,16
92703,P0574,16
127747,P0816,4
73234,P0248,12
89923,P0728,11
72123,P0498,11
104709,P0044,4
64188,P0447,12
59358,P0759,9
91101,PX9873,10
113350,P0994,18
93001,P0583,11
76674,P0755,12
90464,PX8596,8
115355,P0592,7
93731,PX7655,8
113076,P0363,7
66409,P0860,3
131365,P0608,2
77542,P0554,5
128384,P0019,17
132014,P0657,6
113840,P0999,7
57536,P0176,8
95058,P0572,17
54701,P0167,4
59658,P0475,1
120700,P0618,10
100074,P0093,10
62752,P0554,6
107901,P0146,18
122534,P0600,10
59273,P0898,11
105320,P0558,4
106445,P0597,12
79086,P0556,1
60534,P0616,4
111596,P0498,7
128166,P0535,17
78045,P0256,4
129107,P0437,20
126829,P0899,6
79379,P0132,20
81047,P0620,2
100988,P0299,13
72051,P0461,1
111910,P0638,1
54482,P0707,7
129961,P0329,4
88569,P0541,1
131573,P0641,3
67350,P0684,17
77596,P0913,14
62456,P0612,6
119322,P0924,11
96786,P0795,1
90648,P0813,9
128343,P0774,15
111159,P0275,2
104868,P0334,16
74347,P0450,16
87451,P0388,6
59368,P0755,5
126541,P0355,6
131848,P0731,18
72854,P0723,13
103525,P0619,2
102317,P0616,11
65028,P0872,8
131207,P0596,16
118425,P0751,17
90373,P0619,13
71097,P0210,5
80246,P0478,11
72005,P0031,8
108013,P0664,8
96081,PX8949,2
104637,P0821,8
128725,P0777,17
81533,P0772,3
105302,P0345,11
80181,P0603,1
86411,P0552,16
74951,P0756,11
56514,P0778,3
71859,P0995,15
91922,PX1007,8
100864,P0228,19
114716,P0461,19
74450,P0307,8
82294,P0078,6
73496,P0980,13
50656,P0163,18
112264,P0427,6
77090,P0994,16
74439,P0987,2
50300,P0320,1
119272,P0915,1
125505,P0878,8
95289,P0216,15
114296,P0262,6
86202,P0497,9
79926,P0692,14
50437,P0755,9
117791,P0264,16
90018,P0885,20
109264,P0574,16
131055,P0079,6
87476,P0678,6
75756,P0349,15
79936,P0356,18
126123,P0682,20
53884,P0321,17
96286,PX2164,7
119689,P0097,7
72060,P0544,5
122270,P0051,13
68622,P0672,15
97375,P0919,19
131170,P0378,14
109762,P0053,6
115742,P0714,15
52958,P0893,10
71600,P0211,8
94896,P0306,16
102877,P0716,14
55447,P0595,17
70728,P0731,1
77607,P0393,7
122290,P0688,19
120216,P0360,18
123884,P0723,9
99810,PX9907,6
127327,P0286,9
94184,P0865,13
95122,P0828,4
85925,P0140,10
71513,P0355,10
79477,P0582,19
99848,P0803,3
87329,P0653,9
85963,P0027,1
50258,P0335,19
77855,P0890,9
109214,P0200,17
61361,P0912,18
91023,PX9237,2
103655,P0394,5
100443,P0516,11
103690,P0454,7
51788,P0253,17
55256,P0014,7
93551,P0123,17
98714,PX8802,6
87086,P0631,3
61048,P0173,2
87719,P0958,1
66617,P0610,15
62700,P0269,1
93306,P0348,1
89525,P0562,9
128905,P0202,15
50527,P0025,4
106138,P0010,13
125808,P0416,15
95672,P0120,6
82070,P0202,14
128986,P0350,11
96795,P0854,2
126325,P0575,7
90112,P0972,15
112229,P0903,12
99633,P0746,11
51094,P0317,9
109028,P0588,4
88803,P0444,6
106980,P0528,7
77426,P0600,8
130013,P0519,10
55686,P0894,2
82317,P0292,8
59582,P0045,14
86577,P0462,8
100103,P0056,10
116287,P0145,13
57985,P0436,17
117692,P0557,15
58980,P0958,4
53994,P0292,19
94591,P0138,2
130155,P0781,3
124708,P0874,1
72572,P0625,14
72625,P0527,14
54867,P0548,3
103638,P0962,16
69589,P0921,4
90034,PX1879,9
104659,P0404,10
112293,P0657,4
100241,P0197,15
99992,P0555,12
123392,P0603,16
98802,PX8303,1
116906,P0954,4
126958,P0412,4
59222,P0124,14
108413,P0042,7
102645,P0666,13
123989,P0697,8
87627,P0209,12
60339,P0661,15
70994,P0334,13
87543,P0465,3
56269,P0668,8
88678,P0018,5
81639,P0564,3
93679,P0222,2
107994,P0590,8
131501,P0926,9
93510,PX3821,3
123815,P0489,11
80345,P0086,2
70375,P0367,20
50919,P0845,5
89447,P0054,4
108036,P0917,4
105417,P0641,14
62023,P0228,2
79704,P0908,11
86099,P0815,4
101662,P0338,12
113729,P0154,5
122715,P0463,7
116291,P0669,9
60183,P0165,19
104335,P0369,8
89003,P0438,18
129459,P0157,19
128093,P0583,6
52790,P0815,3
95980,P0585,13
85239,P0980,12
66189,P0030,5
83253,P0391,8
54421,P0114,4
102424,P0025,1
97718,PX2744,6
92208,P0145,7
81763,P0778,4
102982,P0763,16
90614,P0694,1
85901,P0169,9
61423,P0033,7
111276,P0735,11
102920,P0728,1
92821,P0685,3
94335,P0776,9
72360,P0242,1
58873,P0524,16
116091,P0310,8
129167,P0902,6
62120,P0216,1
106536,P0667,5
82595,P0557,17
78905,P0140,10
131390,P0807,9
105146,P0520,19
98906,P0135,11
61081,P0202,12
93567,PX7713,5
90025,PX3895,4
98969,PX9058,6
82331,P0064,14
52530,P0344,19
99804,P0232,13
80891,P0500,2
99909,P0177,6
53232,P0690,19
130274,P0346,15
116560,P0989,1
60762,P0359,11
122516,P0255,3
117510,P0927,9
88490,P0881,9
101861,P0573,3
131925,P0286,19
124768,P0201,9
123430,P0072,8
78510,P0875,14
95759,P0058,18
62809,P0733,13
118680,P0095,17
57668,P0250,1
98222,PX2157,2
131351,P0576,1
119224,P0095,17
51428,P0951,20
110378,P0182,14
53284,P0666,8
67551,P0101,14
110543,P0578,4
81687,P0109,3
124426,P0795,12
74030,P0052,3
102340,P0248,16
52964,P0818,13
69776,P0728,10
64119,P0610,12
59744,P0128,4
61398,P0805,10
93642,P0415,5
116383,P0728,10
116277,P0588,18
129747,P0149,16
87381,P0594,20
109108,P0859,4
95942,P0879,18
129166,P0781,19
92696,P0753,12
112825,P0203,10
97961,P0011,7
56077,P1000,10
95524,PX2792,6
50042,P0664,18
78701,P0573,14
86697,P0814,2
114381,P0071,18
74377,P0242,19
73383,P0439,12
126891,P0927,1
66511,P0587,16
114037,P0252,10
60953,P0543,3
132289,P0673,3
102151,P0496,1
82745,P0446,18
63144,P0208,12
105085,P0811,6
88295,P0658,12
104778,P0628,16
96256,PX7150,10
74934,P0235,1
115282,P0535,7
127276,P0522,11
106567,P0511,6
120464,P0813,12
93454,PX9195,9
129596,P0102,7
87449,P0507,17
62215,P0038,19
108593,P0088,11
83498,P0864,1
62513,P0870,6
94103,P0785,15
80927,P0937,4
61006,P0988,4
124114,P0756,16
111781,P0164,14
112340,P0327,5
68115,P0761,7
93597,P0510,9
83005,P0410,2
96265,P0349,1
110245,P0213,14
50447,P0694,9
113297,P0486,12
68793,P0800,18
99975,P0692,1
76574,P0104,18
131961,P0788,13
126275,P0667,7
106692,P0521,3
65107,P0684,15
120655,P0230,11
65455,P0317,12
80717,P0923,11
50617,P0084,12
107146,P0594,3
91801,PX1847,1
89853,P0575,8
75562,P0485,6
100252,P0956,2
128315,P0702,2
52915,P0562,9
99771,P0716,11
64032,P0875,19
129849,P0211,5
97849,P0792,18
63954,P0038,13
94036,P0301,8
119065,P0303,1
126943,P0789,11
95400,P0032,11
108330,P0175,5
112112,P0722,4
84466,P0631,7
73010,P0071,6
116599,P0727,10
112275,P0837,1
132124,P0045,1
130419,P0961,5
83093,P0218,16
71993,P0445,10
80526,P0005,18
120442,P0757,6
50655,P0275,7
113494,P0110,15
112477,P0950,18
96755,P0161,6
92535,PX3160,1
95906,P0276,3
96057,P0216,10
118884,P0059,5
80648,P0861,8
66886,P0429,13
131584,P0728,11
71604,P0853,9
101237,P0209,7
77137,P0843,18
86958,P0452,6
57137,P0543,6
85791,P0603,20
101291,P0516,5
126549,P0421,7
103986,P0540,15
89597,P0561,1
100852,P0328,8
99473,P0735,9
76778,P0605,3
73606,P0137,13
54283,P0231,7
77557,P0092,9
59497,P0380,1
65727,P0281,15
122488,P0632,19
99083,P0912,7
102816,P0527,19
66436,P0980,4
69558,P0332,6
100829,P0124,16
76071,P0744,20
90949,P0682,9
66878,P0699,17
100831,P0515,18
64132,P0688,10
52258,P0351,3
56431,P0303,1
120671,P0586,17
101812,P0519,17
78074,P0055,10
74734,P0419,9
105852,P0731,13
76721,P0655,7
70548,P0270,6
131136,P0060,14
76585,P0323,20
123246,P0807,9
111289,P0932,10
74992,P0442,7
77266,P0511,4
86705,P0856,9
66491,P0141,1
75864,P0181,12
131227,P0878,19
95428,PX1068,7
72569,P0587,16
132244,P0416,7
63974,P0353,14
63351,P0752,17
103942,P0462,1
97031,P0940,12
53718,P0153,18
124399,P0580,6
81691,P0598,12
72524,P0632,6
116446,P0774,12
117912,P0543,14
96862,P0310,16
53335,P0224,15
93421,P0281,19
98957,PX5960,6
123783,P0080,17
104134,P0637,18
113818,P0556,9
63477,P0332,17
58262,P0209,6
119484,P0124,6
91993,P0343,9
85434,P0760,10
95260,P0981,17
92740,P0526,19
129270,P0431,6
92460,P0058,16
98629,P0019,11
97651,P0887,1
107753,P0754,11
62133,P0347,2
121252,P0363,7
129601,P0283,17
93447,PX9448,6
59926,P0537,5
96865,PX6746,10
108371,P0301,4
54673,P0561,4
88441,P0169,1
129439,P0009,13
72846,P0542,18
63643,P0226,6
129118,P0361,3
121368,P0267,9
96992,P0296,11
70711,P0794,3
109179,P0121,13
95156,P0249,3
83074,P0157,12
77638,P0421,9
69496,P0581,18
90514,P0931,9
103165,P0071,8
92894,P0634,11
102112,P0256,8
78394,P0369,8
118779,P0756,8
71383,P0382,18
65962,P0079,7
116106,P0707,2
81116,P0538,13
113873,P0247,13
104907,P0142,16
104567,P0439,6
126498,P0251,12
66363,P0791,8
52832,P0333,3
64292,P0615,8
130728,P0549,2
57354,P0717,17
93092,P0004,13
108749,P0773,4
83804,P0068,14
94725,P0873,13
98291,PX1127,2
67945,P0892,3
67821,P0768,18
104204,P0729,9
63403,P0994,9
107346,P0366,14
51997,P0608,2
57210,P0917,3
57383,P0993,1
60247,P0116,11
56657,P0732,20
65226,P0182,13
87868,P0326,14
132417,P0449,2
80640,P0669,11
85142,P0651,14
94026,PX1056,5
86261,P0036,6
99743,P0522,16
122292,P0784,5
75678,P0367,6
55852,P0973,16
132633,P0569,1
90301,P0638,7
71244,P0272,18
116620,P0622,2
115478,P0764,5
65468,P0769,1
50556,P0351,9
111831,P0241,19
66594,P0856,6
129190,P0917,11
51119,P0421,14
98522,P0604,12
74456,P0023,20
63924,P0504,4
124595,P0633,17
93964,P0649,2
55997,P0559,2
115356,P0775,1
81253,P0952,9
89686,P0634,16
94866,P0362,17
104067,P0694,2
126617,P0811,2
94220,P0496,8
58474,P0454,10
81143,P0727,8
67317,P0064,15
67676,P0389,14
90021,P0402,9
77959,P0188,1
96254,PX5334,6
126422,P0484,1
55138,P0150,2
54529,P0253,11
103860,P0499,6
129044,P0021,13
124705,P0462,6
81615,P0387,7
90276,P0162,12
106881,P0653,7
116021,P0047,1
95801,P0723,11
119668,P0270,8
113396,P0181,18
100657,P0839,10
61678,P0628,9
59263,P0529,11
117321,P0791,9
118404,P0921,3
65068,P0139,3
74589,P0700,10
129149,P0350,16
114222,P0063,2
82712,P0011,17
83196,P0745,6
63701,P0320,18
99026,P0233,20
54814,P0164,7
102865,P0014,18
118550,P0650,1
93201,PX3586,3
73573,P0937,11
104585,P0423,20
97757,P0407,20
101548,P0799,12
51243,P0509,6
51492,P0353,17
88555,P0958,5
126631,P0846,2
76367,P0206,4
55438,P0608,16
108692,P0786,1
68538,P0274,5
103026,P0422,15
109384,P0048,7
110189,P0231,9
104202,P0375,1
92609,P0112,12
56920,P0474,6
130116,P0177,13
59053,P0912,3
77130,P0338,5
63533,P0943,10
131102,P0772,6
125661,P0154,9
77245,P0193,3
73602,P0762,18
87374,P0427,12
113620,P0946,11
64545,P0636,13
90185,PX9519,8
111463,P0635,18
112995,P0867,14
93821,P0268,11
100659,P0810,20
82015,P0711,4
97313,P0767,1
107671,P0029,6
62100,P0164,5
88291,P0078,16
62492,P0471,16
127902,P0611,11
70831,P0286,3
84583,P0651,12
83433,P0809,2
103815,P0359,6
82181,P0869,10
64885,P0666,15
72213,P0249,13
74955,P0987,6
74070,P0675,10
126858,P0789,1
114797,P0220,18
103996,P0528,4
50370,P0673,12
52457,P0257,8
121713,P0592,3
54850,P0808,10
119167,P0383,11
93185,PX8964,1
131821,P0884,14
125768,P0640,19
90361,P0298,7
98166,P0343,13
124626,P0440,10
121386,P0586,10
116394,P0354,5
69074,P0360,10
80104,P0710,6
99959,PX1171,6
76579,P0639,18
76467,P0624,10
129243,P0977,5
115391,P0116,16
132519,P0208,17
121867,P0864,17
55351,P0902,1
106333,P0223,1
117527,P0811,20
95377,P0721,9
68544,P0173,4
92291,P0052,14
70715,P0723,1
128307,P0918,1
78345,P0011,10
110393,P0817,10
83108,P0302,10
57816,P0592,6
85342,P0974,20
78709,P0940,6
119593,P0565,7
70356,P0648,6
55515,P0377,9
88552,P0479,14
108687,P0077,7
128838,P0448,7
112362,P0253,9
130767,P0605,14
109931,P0537,14
99146,P0496,7
65190,P0305,20
93351,PX3045,7
131388,P0306,6
51083,P0157,5
51916,P0685,12
52514,P0931,3
106521,P0258,11
123360,P0605,11
91750,P0479,14
66248,P0575,5
80713,P0217,13
93583,P0439,10
109576,P0299,1
61632,P0521,8
84950,P0295,12
106870,P0377,1
113547,P0939,1
119833,P0561,11
116521,P0010,20
122650,P0851,16
77902,P0349,2
98733,P0455,1
91320,PX8597,10
118929,P0310,8
122822,P0429,16
77222,P0543,1
70585,P0353,4
83294,P0301,10
62807,P0486,15
69315,P0532,18
90546,P0560,11
120111,P0819,19
100896,P0522,1
103281,P0408,4
114228,P0688,5
126143,P0468,1
57275,P0520,15
108434,P0204,12
128615,P0870,12
53619,P0214,17
60319,P0877,8
61764,P0118,18
92599,P0144,8
124853,P0416,1
58246,P0926,8
96891,P0627,9
93467,P0687,12
86422,P0113,1
92727,PX1811,7
116226,P1000,6
54700,P0086,2
119135,P0732,16
101513,P0984,16
91837,P0431,13
74916,P0002,7
100209,P0675,14
80908,P0841,15
124834,P0661,12
112512,P0789,15
85330,P0363,13
115343,P0938,2
69055,P0926,15
119536,P0265,8
86612,P0559,19
115628,P0149,9
58202,P0767,18
111965,P0607,20
62588,P0715,20
76356,P0487,19
131397,P0971,15
50540,P0026,6
83652,P0155,8
81914,P0947,12
83068,P0963,20
99035,P0306,15
125699,P0475,1
119659,P0891,18
131469,P0773,16
73661,P0265,18
66732,P0471,20
132637,P0527,6
65439,P0913,10
110777,P0754,11
64724,P0868,16
117861,P0965,7
65553,P0212,10
111947,P0742,1
103604,P0160,3
57892,P0622,2
84953,P0268,5
115125,P0098,14
95914,P0397,12
91095,P0898,2
120584,P0305,5
53309,P0843,16
119561,P0998,9
68679,P0506,20
64984,P0897,2
99295,P0948,19
101642,P0784,6
80335,P0148,5
118058,P0754,4
94285,P0421,14
122375,P0569,3
99552,P0556,3
130678,P0827,3
128622,P0251,10
80946,P0009,17
76220,P0832,8
82148,P0886,3
83125,P0944,10
116014,P0190,20
100885,P0501,14
103633,P0508,11
123420,P0795,14
68477,P0420,17
85314,P0977,14
78106,P0990,15
72071,P0231,15
71713,P0352,13
130848,P0577,2
83209,P0448,19
124358,P0229,8
86807,P0345,18
85994,P0694,12
72363,P0324,2
51378,P0569,6
121019,P0113,6
93699,PX5168,1
54585,P0350,13
92166,P0219,3
112257,P0136,5
52502,P0216,14
57397,P0603,8
74033,P0029,9
51063,P0430,4
126951,P0774,6
53866,P0840,7
129550,P0771,7
66800,P0831,9
72792,P0001,10
128991,P0393,8
95140,P0556,1
84941,P0624,8
70285,P0524,12
94598,P0325,4
53626,P0036,13
120921,P0603,14
51710,P0479,2
53691,P0490,2
113837,P0924,1
106978,P0926,18
106170,P0082,13
125647,P0701,4
91841,P0030,7
129342,P0039,4
108566,P0885,9
99609,PX1299,8
62172,P0436,6
80137,P0288,5
60770,P0199,9
113230,P0115,11
71610,P0539,20
117051,P0473,17
79433,P0631,14
75508,P0011,14
53282,P0299,9
65761,P0615,8
96982,P0858,20
131967,P0578,2
50011,P0789,20
98024,PX4993,5
122738,P0166,6
116997,P0193,1
84178,P0371,3
84497,P0215,19
114011,P0482,19
114893,P0047,17
73338,P0406,18
93632,PX5787,5
71509,P0926,10
61759,P0106,6
121726,P0943,19
103959,P0993,18
101105,P0172,2
82904,P0720,4
50635,P0893,1
94611,P0114,16
60499,P0513,19
98930,P0675,3
79858,P0573,4
75202,P0416,16
115835,P0394,3
132389,P0390,8
123224,P0106,17
117988,P0411,20
92689,P0277,1
75616,P0463,1
128167,P0854,1
99482,PX1654,9
126276,P0556,19
89071,P0744,13
70421,P0787,8
114166,P0842,11
80225,P0425,11
100404,P0065,4
101055,P0862,5
93399,P0692,4
113231,P0873,16
63711,P0700,6
120192,P0277,20
101481,P0852,3
109239,P0771,4
50164,P0868,14
73959,P0983,1
64779,P0913,4
105920,P0890,6
73675,P0358,1
82147,P0506,18
79946,P0510,16
60365,P0115,19
55069,P0860,15
81882,P0048,1
113316,P0328,5
130929,P0997,6
97111,P0258,14
122709,P0901,13
89786,P0208,12
83987,P0712,12
59097,P0725,13
82642,P0693,3
78809,P0183,18
88875,P0551,20
53693,P0670,18
109961,P0554,3
51278,P0025,6
51647,P0418,16
63224,P0592,1
80397,P0890,19
125125,P0181,9
117514,P0064,13
73911,P0532,14
111430,P0071,6
98951,P0204,4
97651,PX6227,6
72289,P0833,1
108647,P0185,13
103089,P0741,9
126992,P0456,16
99030,P0668,13
79852,P0132,17
69298,P0525,16
108705,P0896,1
95175,P0055,13
100480,P0846,7
118753,P0256,8
115202,P0357,9
72780,P0851,8
77531,P0687,1
51453,P0925,1
130276,P0086,10
132494,P0397,19
130880,P0243,14
64397,P0646,19
51585,P0792,3
62558,P0688,14
80028,P0962,9
102024,P0372,13
112167,P0773,14
51424,P0475,12
127260,P0777,12
92627,P0386,2
108373,P0670,15
115083,P0132,7
56885,P0991,16
72292,P0667,11
117801,P0584,1
97926,P0312,12
96703,P0078,14
69731,P0780,13
122273,P0171,18
131461,P0922,8
61602,P0239,18
102293,P0862,12
73137,P0267,16
85248,P0823,6
79670,P0778,8
52005,P0731,1
127217,P0989,11
73958,P0512,9
106973,P0271,20
98319,P0184,5
63290,P0336,4
132118,P0066,9
69184,P0549,1
128024,P0431,7
71949,P0292,11
109533,P0915,13
69405,P0956,8
92098,P0788,18
103260,P0705,6
62030,P0941,16
114084,P0949,11
112666,P0115,6
91090,PX1904,10
64200,P0315,13
106535,P0135,11
128000,P0479,18
67943,P0659,8
77105,P0255,6
113482,P0535,4
74460,P0456,19
99757,P0614,7
128220,P0177,17
80739,P0625,9
119960,P0977,4
105877,P0542,1
123053,P0841,20
76942,P0614,14
63752,P0798,13
125404,P0644,16
91565,P0224,4
130243,P0231,8
77911,P0668,19
61485,P0695,2
50466,P0134,4
128129,P0822,15
63948,P0951,6
118748,P0401,2
102841,P1000,7
58632,P0822,17
104356,P0270,12
93673,PX4076,6
83122,P0793,3
119232,P0978,6
110622,P0766,15
127784,P0679,15
122716,P0499,18
56543,P0066,4
72693,P0501,12
118309,P0749,18
52501,P0294,4
92812,P0918,17
80495,P0440,14
86406,P0216,18
85273,P0721,4
106444,P0772,4
54995,P0595,14
130417,P0438,18
122787,P0246,18
85298,P0392,5
70337,P0051,2
113910,P0007,2
95616,P0181,12
114164,P0030,1
87493,P0288,16
96101,P0762,11
59815,P0231,11
55369,P0899,18
94648,P0643,1
124931,P0770,7
93343,PX3390,4
89208,P0678,6
75542,P0628,3
129331,P0405,13
120379,P0904,4
65905,P0549,2
92265,PX4102,1
51874,P0781,7
98576,PX3298,10
71054,P0437,13
73435,P0153,14
90310,PX5102,9
62027,P0911,6
87588,P0862,1
106202,P0456,4
112445,P0356,5
110587,P0178,16
51688,P0761,6
115684,P0880,9
124557,P0696,11
131098,P0257,8
92168,P0598,2
127914,P0700,11
93287,PX7412,6
129186,P0211,1
65915,P0758,15
50865,P0339,7
119217,P0221,5
123651,P0682,8
81117,P0462,8
63706,P0661,2
76859,P0081,1
123021,P0759,6
76217,P0151,18
108021,P0462,7
98862,P0689,19
93950,P0101,1
64925,P0706,8
61710,P0130,2
52315,P0110,19
83399,P0551,16
74542,P0096,10
125968,P0343,3
126319,P0123,18
84524,P0525,2
77024,P0536,2
100525,P0254,10
132487,P0182,9
111857,P0641,13
114771,P0984,6
103803,P0205,9
74340,P0539,2
75939,P0501,4
84477,P0775,11
113447,P0044,7
66042,P0003,1
122889,P0729,1
105942,P0543,20
104218,P0463,1
60795,P0463,19
102766,P0665,16
61493,P0748,3
112166,P0993,20
93805,PX6150,9
126581,P0275,16
128350,P0072,6
122947,P0613,14
110915,P0037,5
50580,P0794,5
78653,P0700,14
88966,P0160,10
103948,P0277,6
87534,P0245,1
55960,P0215,7
58951,P0287,7
56767,P0134,14
120318,P0567,19
95512,P0098,7
88139,P0042,12
94781,P0564,11
120784,P0557,5
62281,P0021,8
120168,P0127,12
107589,P0010,7
68170,P0085,6
57281,P0566,15
80664,P0103,4
99595,P0018,8
66662,P0226,5
102921,P0039,2
115844,P0160,13
109804,P0990,7
89612,P0823,9
107482,P0486,2
69245,P0231,19
73690,P0978,7
130805,P0201,16
64824,P0727,16
95761,P0915,5
83448,P0973,18
122397,P0561,10
124073,P0588,20
112898,P0981,19
53983,P0459,8
55036,P0112,20
86427,P0972,17
52736,P0763,18
101669,P0425,13
56979,P0536,14
97028,P0640,10
101093,P0374,20
68597,P0523,6
124076,P0689,7
63030,P0811,7
63691,P0934,3
107706,P0872,9
81869,P0421,6
67410,P0587,13
61801,P0878,1
119754,P0150,1
63138,P0340,13
108671,P0422,19
80183,P0636,2
125901,P0697,10
97089,P0795,18
111307,P0285,2
95443,P0975,9
115871,P0165,18
105631,P0355,13
99413,P0736,8
104200,P0884,15
95960,P0512,4
55267,P0590,15
72919,P0362,10
82009,P0704,16
84994,P0199,18
65071,P0316,6
50812,P0774,15
61618,P0353,16
63770,P0004,14
50671,P0747,20
110708,P0451,2
87655,P0376,1
100438,P0746,4
123216,P0658,12
86698,P0113,19
84132,P0836,6
130665,P0629,3
99195,P0647,2
66003,P0274,1
94839,P0732,12
80141,P0341,3
99574,PX6863,3
98523,P0282,4
52267,P0580,10
